mt002,,
2014/12/30,,
,,
時刻,活動強度,運動種別
12:00:10,3,歩行
12:00:20,2.7,歩行
12:00:30,2.9,歩行
12:00:40,2.9,歩行
12:00:50,3,歩行
12:01:00,2.8,歩行
12:01:10,2.8,歩行
12:01:20,3,歩行
12:01:30,2.9,歩行
12:01:40,3.9,歩行
12:01:50,3.2,歩行
12:02:00,3.5,歩行
12:02:10,2.9,歩行
12:02:20,3.4,歩行
12:02:30,2.9,歩行
12:02:40,3.7,歩行
12:02:50,3.4,歩行
12:03:00,3.2,歩行
12:03:10,3.2,歩行
12:03:20,3.1,歩行
12:03:30,3.1,歩行
12:03:40,3.1,歩行
12:03:50,2.3,歩行
12:04:00,2,歩行
12:04:10,2.2,歩行
12:04:20,2.4,歩行
12:04:30,2.3,歩行
12:04:40,2.9,歩行
12:04:50,3.8,歩行
12:05:00,3.9,歩行
12:05:10,2.9,歩行
12:05:20,4.1,歩行
12:05:30,4.3,歩行
12:05:40,4.4,歩行
12:05:50,4.5,歩行
12:06:00,2.3,歩行
12:06:10,1.8,生活活動
12:06:20,3.5,歩行
12:06:30,3.7,歩行
12:06:40,3.7,歩行
12:06:50,3.1,歩行
12:07:00,2.4,歩行
12:07:10,2.3,歩行
12:07:20,2.5,歩行
12:07:30,2.3,歩行
12:07:40,1.9,歩行
12:07:50,2.1,生活活動
12:08:00,1.4,生活活動
12:08:10,2.3,生活活動
12:08:20,2.3,生活活動
12:08:30,2.1,歩行
12:08:40,1.9,歩行
12:08:50,1.9,歩行
12:09:00,2.5,生活活動
12:09:10,2,歩行
12:09:20,1.9,歩行
12:09:30,2.1,歩行
12:09:40,2.1,歩行
12:09:50,2.1,歩行
12:10:00,2.1,歩行
12:10:10,3,歩行
12:10:20,2.6,歩行
12:10:30,2.3,歩行
12:10:40,2.2,歩行
12:10:50,2.1,歩行
12:11:00,2.1,歩行
12:11:10,2.3,歩行
12:11:20,2.1,歩行
12:11:30,2.3,歩行
12:11:40,2.6,歩行
12:11:50,2.7,歩行
12:12:00,2.2,歩行
12:12:10,2.3,歩行
12:12:20,2.2,歩行
12:12:30,2,歩行
12:12:40,2.1,歩行
12:12:50,1.8,生活活動
12:13:00,1.5,生活活動
12:13:10,1.7,生活活動
12:13:20,1.9,歩行
12:13:30,2.2,歩行
12:13:40,2.5,歩行
12:13:50,2.6,歩行
12:14:00,2.9,歩行
12:14:10,2.5,歩行
12:14:20,2.3,歩行
12:14:30,2.8,歩行
12:14:40,2.3,歩行
12:14:50,1.9,歩行
12:15:00,1.9,歩行
12:15:10,1.9,歩行
12:15:20,1.9,歩行
12:15:30,1.8,生活活動
12:15:40,1.9,歩行
12:15:50,2,歩行
12:16:00,1.9,歩行
12:16:10,2.7,生活活動
12:16:20,2,歩行
12:16:30,1.8,生活活動
12:16:40,1.7,生活活動
12:16:50,1.7,生活活動
12:17:00,2,歩行
12:17:10,2.7,歩行
12:17:20,1.9,歩行
12:17:30,2,歩行
12:17:40,2.6,生活活動
12:17:50,2.1,歩行
12:18:00,1.9,歩行
12:18:10,2.5,歩行
12:18:20,2.5,歩行
12:18:30,2.7,歩行
12:18:40,2.4,歩行
12:18:50,1.9,歩行
12:19:00,2.5,歩行
12:19:10,2.3,歩行
12:19:20,2.7,歩行
12:19:30,2.7,歩行
12:19:40,2.9,歩行
12:19:50,3.3,歩行
12:20:00,3.2,歩行
12:20:10,3.3,歩行
12:20:20,3.1,歩行
12:20:30,2.4,歩行
12:20:40,2.7,生活活動
12:20:50,1.5,生活活動
12:21:00,1.2,生活活動
12:21:10,1.2,生活活動
12:21:20,1.5,生活活動
12:21:30,1.4,生活活動
12:21:40,1.3,生活活動
12:21:50,1.7,生活活動
12:22:00,1.9,生活活動
12:22:10,1.9,生活活動
12:22:20,1.7,生活活動
12:22:30,1.4,生活活動
12:22:40,1.4,生活活動
12:22:50,2.1,歩行
12:23:00,2.9,歩行
12:23:10,3.6,歩行
12:23:20,3.5,歩行
12:23:30,3.1,歩行
12:23:40,3.8,歩行
12:23:50,2.9,歩行
12:24:00,2.2,歩行
12:24:10,3.2,歩行
12:24:20,3,歩行
12:24:30,2.9,歩行
12:24:40,3.4,歩行
12:24:50,3.9,歩行
12:25:00,4.5,歩行
12:25:10,3.9,歩行
12:25:20,4,歩行
12:25:30,3.3,歩行
12:25:40,2.4,歩行
12:25:50,1.5,生活活動
12:26:00,1.5,生活活動
12:26:10,1.6,生活活動
12:26:20,1.5,生活活動
12:26:30,1.6,生活活動
12:26:40,1.7,生活活動
12:26:50,1.6,生活活動
12:27:00,2.1,歩行
12:27:10,2,歩行
12:27:20,1.8,生活活動
12:27:30,2.5,歩行
12:27:40,2.8,歩行
12:27:50,2.2,歩行
12:28:00,2.2,歩行
12:28:10,2.6,歩行
12:28:20,2.7,歩行
12:28:30,2.5,歩行
12:28:40,3.1,歩行
12:28:50,3.4,歩行
12:29:00,3.3,歩行
12:29:10,3.3,歩行
12:29:20,2.8,歩行
12:29:30,3.2,歩行
12:29:40,2.9,歩行
12:29:50,3.1,歩行
12:30:00,4.3,歩行
12:30:10,4.2,歩行
12:30:20,3.5,歩行
12:30:30,3.7,歩行
12:30:40,3.8,歩行
12:30:50,3.9,歩行
12:31:00,3.7,歩行
12:31:10,3.8,歩行
12:31:20,4,歩行
12:31:30,3.8,歩行
12:31:40,3.8,歩行
12:31:50,2.7,歩行
12:32:00,3.4,歩行
12:32:10,2.6,歩行
12:32:20,2.8,歩行
12:32:30,4.1,歩行
12:32:40,3.9,歩行
12:32:50,2.9,歩行
12:33:00,2.4,歩行
12:33:10,3.1,歩行
12:33:20,3,歩行
12:33:30,4.3,歩行
12:33:40,3.1,歩行
12:33:50,3.5,歩行
12:34:00,4.7,歩行
12:34:10,4,歩行
12:34:20,4.4,歩行
12:34:30,3.9,歩行
12:34:40,2.9,歩行
12:34:50,1.8,生活活動
12:35:00,3.5,生活活動
12:35:10,1.2,生活活動
12:35:20,1.4,生活活動
12:35:30,1.1,生活活動
12:35:40,1.1,生活活動
12:35:50,1.1,生活活動
12:36:00,1,生活活動
12:36:10,1,生活活動
12:36:20,1,生活活動
12:36:30,1.1,生活活動
12:36:40,1,生活活動
12:36:50,1.2,生活活動
12:37:00,1,生活活動
12:37:10,1,生活活動
12:37:20,1,生活活動
12:37:30,1.4,生活活動
12:37:40,1,生活活動
12:37:50,1,生活活動
12:38:00,1,生活活動
12:38:10,1,生活活動
12:38:20,1,生活活動
12:38:30,1,生活活動
12:38:40,1,生活活動
12:38:50,1,生活活動
12:39:00,1,生活活動
12:39:10,1,生活活動
12:39:20,1.1,生活活動
12:39:30,1.1,生活活動
12:39:40,1,生活活動
12:39:50,1,生活活動
12:40:00,1,生活活動
12:40:10,1,生活活動
12:40:20,1,生活活動
12:40:30,1,生活活動
12:40:40,1,生活活動
12:40:50,1,生活活動
12:41:00,1,生活活動
12:41:10,1,生活活動
12:41:20,1,生活活動
12:41:30,1.1,生活活動
12:41:40,1,生活活動
12:41:50,1,生活活動
12:42:00,1,生活活動
12:42:10,1,生活活動
12:42:20,1,生活活動
12:42:30,1,生活活動
12:42:40,1,生活活動
12:42:50,1,生活活動
12:43:00,1,生活活動
12:43:10,1.2,生活活動
12:43:20,1.1,生活活動
12:43:30,1,生活活動
12:43:40,1,生活活動
12:43:50,1,生活活動
12:44:00,1,生活活動
12:44:10,1,生活活動
12:44:20,1,生活活動
12:44:30,0,計測なし
12:44:40,0,計測なし
12:44:50,0,計測なし
12:45:00,0,計測なし
12:45:10,0,計測なし
12:45:20,0,計測なし
12:45:30,0,計測なし
12:45:40,0,計測なし
12:45:50,1,生活活動
12:46:00,1,生活活動
12:46:10,0,計測なし
12:46:20,0,計測なし
12:46:30,1,生活活動
12:46:40,1.2,生活活動
12:46:50,1.3,生活活動
12:47:00,1.2,生活活動
12:47:10,0,計測なし
12:47:20,0,計測なし
12:47:30,0,計測なし
12:47:40,1,生活活動
12:47:50,1.1,生活活動
12:48:00,1.6,生活活動
12:48:10,1.3,生活活動
12:48:20,1.1,生活活動
12:48:30,1.2,生活活動
12:48:40,1.3,生活活動
12:48:50,1.1,生活活動
12:49:00,1,生活活動
12:49:10,1.1,生活活動
12:49:20,1.1,生活活動
12:49:30,1,生活活動
12:49:40,0,計測なし
12:49:50,0,計測なし
12:50:00,1.1,生活活動
12:50:10,1,生活活動
12:50:20,1,生活活動
12:50:30,0,計測なし
12:50:40,0,計測なし
12:50:50,0,計測なし
12:51:00,0,計測なし
12:51:10,0,計測なし
12:51:20,0,計測なし
12:51:30,0,計測なし
12:51:40,0,計測なし
12:51:50,1,生活活動
12:52:00,0,計測なし
12:52:10,0,計測なし
12:52:20,0,計測なし
12:52:30,0,計測なし
12:52:40,0,計測なし
12:52:50,0,計測なし
12:53:00,0,計測なし
12:53:10,1,生活活動
12:53:20,0,計測なし
12:53:30,0,計測なし
12:53:40,0,計測なし
12:53:50,0,計測なし
12:54:00,0,計測なし
12:54:10,1,生活活動
12:54:20,0,計測なし
12:54:30,0,計測なし
12:54:40,0,計測なし
12:54:50,0,計測なし
12:55:00,1,生活活動
12:55:10,1,生活活動
12:55:20,0,計測なし
12:55:30,0,計測なし
12:55:40,1,生活活動
12:55:50,1.7,生活活動
12:56:00,2.1,歩行
12:56:10,4.5,歩行
12:56:20,4,歩行
12:56:30,4.1,歩行
12:56:40,4.5,歩行
12:56:50,3.2,歩行
12:57:00,3,歩行
12:57:10,2.5,歩行
12:57:20,3.1,歩行
12:57:30,3.7,歩行
12:57:40,3.2,歩行
12:57:50,2.6,歩行
12:58:00,2.8,歩行
12:58:10,2.5,歩行
12:58:20,2.7,歩行
12:58:30,2.7,歩行
12:58:40,2.2,歩行
12:58:50,2,歩行
12:59:00,2.3,歩行
12:59:10,2.7,歩行
12:59:20,2.6,歩行
12:59:30,2.7,歩行
12:59:40,2.6,歩行
12:59:50,3.9,歩行
13:00:00,3.4,歩行
13:00:10,3.2,歩行
13:00:20,2.6,歩行
13:00:30,3,歩行
13:00:40,2.9,歩行
13:00:50,3.2,歩行
13:01:00,3.5,歩行
13:01:10,3.5,歩行
13:01:20,3.7,歩行
13:01:30,3.6,歩行
13:01:40,3.6,歩行
13:01:50,3.4,歩行
13:02:00,3.2,歩行
13:02:10,3.4,歩行
13:02:20,2.8,歩行
13:02:30,3.3,歩行
13:02:40,3.6,歩行
13:02:50,2.2,歩行
13:03:00,2.8,歩行
13:03:10,2.3,歩行
13:03:20,2.1,歩行
13:03:30,2,歩行
13:03:40,2,歩行
13:03:50,2.8,歩行
13:04:00,2.7,歩行
13:04:10,2.8,歩行
13:04:20,2.3,歩行
13:04:30,2.3,歩行
13:04:40,2.6,歩行
13:04:50,1.6,生活活動
13:05:00,1.1,生活活動
13:05:10,1,生活活動
13:05:20,1.7,生活活動
13:05:30,2.3,歩行
13:05:40,2.9,歩行
13:05:50,3.3,歩行
13:06:00,2.3,歩行
13:06:10,3,歩行
13:06:20,2.1,歩行
13:06:30,2.7,歩行
13:06:40,2.4,歩行
13:06:50,2.6,歩行
13:07:00,2.3,歩行
13:07:10,2.5,歩行
13:07:20,2.3,生活活動
13:07:30,2.1,歩行
13:07:40,1.8,生活活動
13:07:50,2,歩行
13:08:00,2.2,歩行
13:08:10,2.4,歩行
13:08:20,2.3,歩行
13:08:30,2.5,歩行
13:08:40,2.2,歩行
13:08:50,2.3,歩行
13:09:00,2.4,歩行
13:09:10,2.7,歩行
13:09:20,2.6,歩行
13:09:30,2.4,歩行
13:09:40,2.6,歩行
13:09:50,2.3,歩行
13:10:00,2.1,歩行
13:10:10,2.3,歩行
13:10:20,2.2,歩行
13:10:30,1.9,歩行
13:10:40,2.1,歩行
13:10:50,2.1,歩行
13:11:00,1.6,生活活動
13:11:10,1.4,生活活動
13:11:20,1.5,生活活動
13:11:30,1.7,生活活動
13:11:40,2,生活活動
13:11:50,2.2,歩行
13:12:00,1.6,生活活動
13:12:10,2.1,生活活動
13:12:20,1.9,歩行
13:12:30,2.5,歩行
13:12:40,1.7,生活活動
13:12:50,1.8,生活活動
13:13:00,2.4,歩行
13:13:10,2.3,歩行
13:13:20,1.8,生活活動
13:13:30,1.8,生活活動
13:13:40,2.2,歩行
13:13:50,1.8,生活活動
13:14:00,1.9,歩行
13:14:10,2,歩行
13:14:20,2.2,歩行
13:14:30,2.2,歩行
13:14:40,2.1,歩行
13:14:50,2.3,歩行
13:15:00,1.7,生活活動
13:15:10,2.3,生活活動
13:15:20,1.7,生活活動
13:15:30,1.6,生活活動
13:15:40,1.7,生活活動
13:15:50,1.9,歩行
13:16:00,2.5,歩行
13:16:10,2.6,歩行
13:16:20,2,歩行
13:16:30,2.5,歩行
13:16:40,2.6,歩行
13:16:50,2.1,歩行
13:17:00,2.5,歩行
13:17:10,2.2,歩行
13:17:20,2,歩行
13:17:30,2.6,歩行
13:17:40,2.9,歩行
13:17:50,2.5,歩行
13:18:00,2,歩行
13:18:10,2.9,歩行
13:18:20,2.4,歩行
13:18:30,1.9,歩行
13:18:40,2.6,歩行
13:18:50,2.3,歩行
13:19:00,2.1,歩行
13:19:10,1.8,生活活動
13:19:20,2,歩行
13:19:30,1.9,歩行
13:19:40,2,歩行
13:19:50,1.7,生活活動
13:20:00,1.8,生活活動
13:20:10,2.3,歩行
13:20:20,2.4,歩行
13:20:30,2,歩行
13:20:40,1.7,生活活動
13:20:50,2.5,歩行
13:21:00,2.3,歩行
13:21:10,2.1,歩行
13:21:20,2,歩行
13:21:30,2,歩行
13:21:40,2.1,歩行
13:21:50,2.2,歩行
13:22:00,1.9,歩行
13:22:10,2.4,歩行
13:22:20,2.1,歩行
13:22:30,2.5,歩行
13:22:40,1.9,歩行
13:22:50,1.6,生活活動
13:23:00,2.3,歩行
13:23:10,2.6,歩行
13:23:20,1.6,生活活動
13:23:30,1.7,生活活動
13:23:40,2.2,歩行
13:23:50,2.2,歩行
13:24:00,1.8,生活活動
13:24:10,1.9,歩行
13:24:20,2,歩行
13:24:30,1.8,生活活動
13:24:40,1.9,歩行
13:24:50,2,歩行
13:25:00,2,歩行
13:25:10,2.2,歩行
13:25:20,1.8,生活活動
13:25:30,1.6,生活活動
13:25:40,1.7,生活活動
13:25:50,1.7,生活活動
13:26:00,2.1,歩行
13:26:10,2.2,歩行
13:26:20,2.5,歩行
13:26:30,2.5,歩行
13:26:40,2.4,歩行
13:26:50,1.9,歩行
13:27:00,1.8,生活活動
13:27:10,1.8,生活活動
13:27:20,1.8,生活活動
13:27:30,2.1,歩行
13:27:40,1.8,生活活動
13:27:50,2.7,生活活動
13:28:00,2.7,生活活動
13:28:10,1.8,生活活動
13:28:20,2,生活活動
13:28:30,1.9,生活活動
13:28:40,1.8,生活活動
13:28:50,2.1,歩行
13:29:00,1.7,生活活動
13:29:10,1.7,生活活動
13:29:20,2.2,歩行
13:29:30,2.2,歩行
13:29:40,2.1,歩行
13:29:50,2.2,歩行
13:30:00,1.4,生活活動
13:30:10,1.2,生活活動
13:30:20,1.5,生活活動
13:30:30,2,歩行
13:30:40,2.2,歩行
13:30:50,1.8,生活活動
13:31:00,1.9,歩行
13:31:10,2.1,歩行
13:31:20,2.2,歩行
13:31:30,2.1,歩行
13:31:40,2,歩行
13:31:50,2.1,歩行
13:32:00,2,歩行
13:32:10,1.8,生活活動
13:32:20,1.8,生活活動
13:32:30,2,歩行
13:32:40,2,歩行
13:32:50,2,歩行
13:33:00,2.1,歩行
13:33:10,2.2,歩行
13:33:20,2.2,歩行
13:33:30,2.1,歩行
13:33:40,2.4,歩行
13:33:50,2.4,歩行
13:34:00,2.3,歩行
13:34:10,2.3,歩行
13:34:20,2.1,歩行
13:34:30,1.8,生活活動
13:34:40,1.6,生活活動
13:34:50,2.2,歩行
13:35:00,2.1,歩行
13:35:10,2.1,歩行
13:35:20,1.9,歩行
13:35:30,2.5,歩行
13:35:40,2.6,歩行
13:35:50,2.5,歩行
13:36:00,2.6,歩行
13:36:10,3.1,歩行
13:36:20,2,歩行
13:36:30,2.1,歩行
13:36:40,2.1,歩行
13:36:50,2.3,歩行
13:37:00,2.6,歩行
13:37:10,2.2,歩行
13:37:20,1.9,歩行
13:37:30,2.3,歩行
13:37:40,2.3,歩行
13:37:50,2.2,歩行
13:38:00,2,歩行
13:38:10,2.5,歩行
13:38:20,2.3,歩行
13:38:30,2.1,歩行
13:38:40,2.4,生活活動
13:38:50,2,歩行
13:39:00,1.8,生活活動
13:39:10,2.2,歩行
13:39:20,2.2,歩行
13:39:30,1.8,生活活動
13:39:40,2.2,歩行
13:39:50,2.6,歩行
13:40:00,2.8,歩行
13:40:10,2.2,歩行
13:40:20,2,歩行
13:40:30,1.7,生活活動
13:40:40,1.9,歩行
13:40:50,2,歩行
13:41:00,2.1,歩行
13:41:10,2.3,歩行
13:41:20,2.7,歩行
13:41:30,2.2,歩行
13:41:40,2.2,歩行
13:41:50,2.2,歩行
13:42:00,2.1,歩行
13:42:10,2.2,歩行
13:42:20,2.1,歩行
13:42:30,1.8,生活活動
13:42:40,2.1,歩行
13:42:50,2.2,歩行
13:43:00,2.2,歩行
13:43:10,2.4,歩行
13:43:20,2.4,歩行
13:43:30,2.3,歩行
13:43:40,2.1,歩行
13:43:50,2,歩行
13:44:00,1.9,歩行
13:44:10,2.3,歩行
13:44:20,2.1,歩行
13:44:30,2.2,歩行
13:44:40,2,歩行
13:44:50,1.9,歩行
13:45:00,2.4,歩行
13:45:10,2.3,歩行
13:45:20,2.3,歩行
13:45:30,2.4,歩行
13:45:40,2.3,歩行
13:45:50,1.7,生活活動
13:46:00,2,歩行
13:46:10,2.1,歩行
13:46:20,1.9,歩行
13:46:30,2.4,生活活動
13:46:40,2,歩行
13:46:50,2.9,歩行
13:47:00,2.4,歩行
13:47:10,2.2,歩行
13:47:20,1.8,生活活動
13:47:30,1.8,生活活動
13:47:40,2.3,歩行
13:47:50,2.2,歩行
13:48:00,2.2,歩行
13:48:10,2.2,歩行
13:48:20,2,歩行
13:48:30,1.9,生活活動
13:48:40,1.6,生活活動
13:48:50,1.1,生活活動
13:49:00,1.7,生活活動
13:49:10,1.1,生活活動
13:49:20,1.1,生活活動
13:49:30,1,生活活動
13:49:40,1.1,生活活動
13:49:50,1.4,生活活動
13:50:00,1.8,生活活動
13:50:10,1.5,生活活動
13:50:20,1.7,生活活動
13:50:30,2.3,歩行
13:50:40,2.3,歩行
13:50:50,2.2,歩行
13:51:00,1.9,歩行
13:51:10,2,歩行
13:51:20,2.2,歩行
13:51:30,2.3,歩行
13:51:40,2,歩行
13:51:50,1.8,生活活動
13:52:00,2.1,歩行
13:52:10,2.1,歩行
13:52:20,1.9,歩行
13:52:30,2.1,歩行
13:52:40,2.1,歩行
13:52:50,1.8,生活活動
13:53:00,1.9,歩行
13:53:10,1.9,歩行
13:53:20,2.1,歩行
13:53:30,2.2,生活活動
13:53:40,1.9,歩行
13:53:50,1.8,生活活動
13:54:00,2.4,歩行
13:54:10,2.5,歩行
13:54:20,2.4,歩行
13:54:30,3.3,歩行
13:54:40,2.5,歩行
13:54:50,2.2,歩行
13:55:00,2.7,歩行
13:55:10,2.5,歩行
13:55:20,2.3,歩行
13:55:30,3.1,歩行
13:55:40,2.2,歩行
13:55:50,2.3,歩行
13:56:00,2.3,歩行
13:56:10,2.4,歩行
13:56:20,2.8,歩行
13:56:30,3,歩行
13:56:40,2.4,歩行
13:56:50,2.5,歩行
13:57:00,2.6,歩行
13:57:10,2.2,歩行
13:57:20,2.1,歩行
13:57:30,2.4,歩行
13:57:40,1.9,歩行
13:57:50,2,歩行
13:58:00,1.5,生活活動
13:58:10,2.6,歩行
13:58:20,2.8,歩行
13:58:30,2.9,歩行
13:58:40,2.6,歩行
13:58:50,2.6,歩行
13:59:00,2.5,歩行
13:59:10,3.1,歩行
13:59:20,2.5,歩行
13:59:30,2.6,歩行
13:59:40,2.3,歩行
13:59:50,2.3,生活活動
14:00:00,1.8,生活活動
14:00:10,2.2,歩行
14:00:20,2.2,歩行
14:00:30,2.2,歩行
14:00:40,2.7,歩行
14:00:50,3.8,歩行
14:01:00,2.6,歩行
14:01:10,2.6,歩行
14:01:20,2.4,歩行
14:01:30,2.1,歩行
14:01:40,2.5,歩行
14:01:50,1.9,歩行
14:02:00,2,歩行
14:02:10,2.4,歩行
14:02:20,2.3,歩行
14:02:30,2.2,歩行
14:02:40,2,歩行
14:02:50,2,歩行
14:03:00,1.8,生活活動
14:03:10,1.9,歩行
14:03:20,2.7,歩行
14:03:30,1.9,歩行
14:03:40,2.2,生活活動
14:03:50,2.3,歩行
14:04:00,2.7,歩行
14:04:10,2.4,歩行
14:04:20,2.3,歩行
14:04:30,3.6,歩行
14:04:40,2.4,歩行
14:04:50,2.2,歩行
14:05:00,2.2,歩行
14:05:10,2.5,歩行
14:05:20,2,歩行
14:05:30,2.9,歩行
14:05:40,2.2,歩行
14:05:50,2.6,歩行
14:06:00,2.2,歩行
14:06:10,2.3,歩行
14:06:20,2.3,歩行
14:06:30,2.2,歩行
14:06:40,2.2,歩行
14:06:50,1.9,歩行
14:07:00,2.5,歩行
14:07:10,2.5,歩行
14:07:20,2.5,歩行
14:07:30,2.9,歩行
14:07:40,2.6,歩行
14:07:50,2.5,歩行
14:08:00,2.1,歩行
14:08:10,1.6,生活活動
14:08:20,1.7,生活活動
14:08:30,2,歩行
14:08:40,2.1,歩行
14:08:50,2.4,歩行
14:09:00,2.7,歩行
14:09:10,2.5,歩行
14:09:20,2.3,歩行
14:09:30,2.5,歩行
14:09:40,2.8,歩行
14:09:50,3,歩行
14:10:00,2.6,歩行
14:10:10,2.3,歩行
14:10:20,2.6,歩行
14:10:30,2.3,歩行
14:10:40,2.7,歩行
14:10:50,2.9,歩行
14:11:00,2.9,歩行
14:11:10,2.5,歩行
14:11:20,3,歩行
14:11:30,2.2,歩行
14:11:40,2.4,歩行
14:11:50,2.1,歩行
14:12:00,2.4,歩行
14:12:10,2,歩行
14:12:20,1.9,歩行
14:12:30,2.6,歩行
14:12:40,2.4,歩行
14:12:50,2.3,歩行
14:13:00,2.8,歩行
14:13:10,2.2,歩行
14:13:20,2,歩行
14:13:30,2.1,歩行
14:13:40,2.4,歩行
14:13:50,1.6,生活活動
14:14:00,1.7,生活活動
14:14:10,1.6,生活活動
14:14:20,3.3,歩行
14:14:30,3.6,歩行
14:14:40,3.9,歩行
14:14:50,2.6,歩行
14:15:00,2.6,歩行
14:15:10,3,歩行
14:15:20,3.2,歩行
14:15:30,2.3,歩行
14:15:40,2.1,歩行
14:15:50,2.8,歩行
14:16:00,3,歩行
14:16:10,3,歩行
14:16:20,2.1,歩行
14:16:30,2.5,歩行
14:16:40,2.7,歩行
14:16:50,2.4,歩行
14:17:00,3.2,歩行
14:17:10,2.2,歩行
14:17:20,2.7,歩行
14:17:30,2.4,歩行
14:17:40,2.2,歩行
14:17:50,2.1,歩行
14:18:00,2.6,歩行
14:18:10,2,歩行
14:18:20,1.9,歩行
14:18:30,2.9,歩行
14:18:40,2.9,歩行
14:18:50,2.6,歩行
14:19:00,2.1,歩行
14:19:10,2,歩行
14:19:20,2.5,歩行
14:19:30,2.7,歩行
14:19:40,1.9,歩行
14:19:50,2.7,歩行
14:20:00,2.2,歩行
14:20:10,1.7,生活活動
14:20:20,1.8,生活活動
14:20:30,1.9,歩行
14:20:40,2.2,歩行
14:20:50,1.9,歩行
14:21:00,1.8,生活活動
14:21:10,1.9,歩行
14:21:20,2,歩行
14:21:30,2.3,歩行
14:21:40,2.1,歩行
14:21:50,2.2,歩行
14:22:00,2.4,歩行
14:22:10,2.4,歩行
14:22:20,2.3,歩行
14:22:30,1.9,歩行
14:22:40,1.8,生活活動
14:22:50,2.3,歩行
14:23:00,2,歩行
14:23:10,1.9,歩行
14:23:20,2.3,歩行
14:23:30,2,歩行
14:23:40,2.1,歩行
14:23:50,1.8,生活活動
14:24:00,2.2,歩行
14:24:10,2.5,歩行
14:24:20,1.8,生活活動
14:24:30,1.6,生活活動
14:24:40,2.1,歩行
14:24:50,2.4,歩行
14:25:00,1.8,生活活動
14:25:10,1.9,歩行
14:25:20,2.5,歩行
14:25:30,2,歩行
14:25:40,2.2,歩行
14:25:50,3,歩行
14:26:00,3.2,歩行
14:26:10,3.2,歩行
14:26:20,3.1,歩行
14:26:30,3.7,歩行
14:26:40,2.1,歩行
14:26:50,2.2,歩行
14:27:00,2.4,生活活動
14:27:10,2,生活活動
14:27:20,2.7,歩行
14:27:30,3.3,歩行
14:27:40,1.7,生活活動
14:27:50,1.6,生活活動
14:28:00,2.6,歩行
14:28:10,2.3,歩行
14:28:20,2,歩行
14:28:30,2.9,歩行
14:28:40,2.9,歩行
14:28:50,2.8,歩行
14:29:00,2.3,歩行
14:29:10,1.9,歩行
14:29:20,2.2,歩行
14:29:30,2.8,歩行
14:29:40,2.5,歩行
14:29:50,2.3,歩行
14:30:00,2,歩行
14:30:10,2,歩行
14:30:20,2.2,歩行
14:30:30,2.1,歩行
14:30:40,3,歩行
14:30:50,2.4,歩行
14:31:00,2,歩行
14:31:10,2.2,歩行
14:31:20,2.1,歩行
14:31:30,3.2,歩行
14:31:40,3.1,歩行
14:31:50,2.3,歩行
14:32:00,3.1,歩行
14:32:10,3.2,歩行
14:32:20,3.2,歩行
14:32:30,3.2,歩行
14:32:40,2.4,歩行
14:32:50,3.3,歩行
14:33:00,3,歩行
14:33:10,3,歩行
14:33:20,2.6,歩行
14:33:30,2.7,歩行
14:33:40,3.1,歩行
14:33:50,2.7,歩行
14:34:00,3.3,歩行
14:34:10,2.2,歩行
14:34:20,2.1,歩行
14:34:30,2.5,歩行
14:34:40,2.7,歩行
14:34:50,3.4,歩行
14:35:00,3.4,歩行
14:35:10,2.9,歩行
14:35:20,2.5,歩行
14:35:30,2.8,歩行
14:35:40,2.7,歩行
14:35:50,3.6,歩行
14:36:00,3.9,歩行
14:36:10,3.2,歩行
14:36:20,3.1,歩行
14:36:30,3.1,歩行
14:36:40,2.8,歩行
14:36:50,3,歩行
14:37:00,3.6,歩行
14:37:10,3.8,歩行
14:37:20,3.8,歩行
14:37:30,3.6,歩行
14:37:40,3.7,歩行
14:37:50,4.2,歩行
14:38:00,3.5,歩行
14:38:10,4.3,歩行
14:38:20,4.4,歩行
14:38:30,3.5,歩行
14:38:40,3.6,歩行
14:38:50,3.5,歩行
14:39:00,3.7,歩行
14:39:10,3.5,歩行
14:39:20,3.2,歩行
14:39:30,2.9,歩行
14:39:40,3,歩行
14:39:50,3.3,歩行
14:40:00,3.4,歩行
14:40:10,3.2,歩行
14:40:20,3.2,歩行
14:40:30,3.8,歩行
14:40:40,3.8,歩行
14:40:50,3.7,歩行
14:41:00,4.1,歩行
14:41:10,3.6,歩行
14:41:20,3.7,歩行
14:41:30,2.9,歩行
14:41:40,3,歩行
14:41:50,3,歩行
14:42:00,3.2,歩行
14:42:10,3.3,歩行
14:42:20,3.2,歩行
14:42:30,3.9,歩行
14:42:40,3.7,歩行
14:42:50,4.1,歩行
14:43:00,4,歩行
14:43:10,3.6,歩行
14:43:20,3.7,歩行
14:43:30,4.3,歩行
14:43:40,3.9,歩行
14:43:50,3.5,歩行
14:44:00,3.4,歩行
14:44:10,3.4,歩行
14:44:20,2.6,歩行
14:44:30,1.3,生活活動
14:44:40,1.2,生活活動
14:44:50,3.5,歩行
14:45:00,3.5,歩行
14:45:10,3.9,歩行
14:45:20,3.9,歩行
14:45:30,3.9,歩行
14:45:40,3.3,歩行
14:45:50,3.8,歩行
14:46:00,2.6,生活活動
14:46:10,1.6,生活活動
14:46:20,1.6,生活活動
14:46:30,1.4,生活活動
14:46:40,1.6,生活活動
14:46:50,1.5,生活活動
14:47:00,1.7,生活活動
14:47:10,2.6,歩行
14:47:20,2.7,歩行
14:47:30,1.6,生活活動
